run_id,loop,estimator,T,time,estimation_error_norm
33e0cf8b (Q1),1,EKF,30.0,0.30,0.248802
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.30,0.248895
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.30,0.248233
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.30,0.248119
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.30,0.248119
33e0cf8b (Q1),1,EKF,30.0,0.31,0.258147
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.31,0.258233
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.31,0.257498
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.31,0.257351
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.31,0.257351
33e0cf8b (Q1),1,EKF,30.0,0.32,0.261378
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.32,0.261766
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.32,0.260897
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.32,0.260356
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.32,0.260356
33e0cf8b (Q1),1,EKF,30.0,0.33,0.265590
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.33,0.266408
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.33,0.265597
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.33,0.265110
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.33,0.265110
33e0cf8b (Q1),1,EKF,30.0,0.34,0.261349
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.34,0.262157
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.34,0.261155
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.34,0.260181
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.34,0.260181
33e0cf8b (Q1),1,EKF,30.0,0.35,0.278714
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.35,0.279028
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.35,0.278067
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.35,0.277421
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.35,0.277421
33e0cf8b (Q1),1,EKF,30.0,0.36,0.269601
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.36,0.270199
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.36,0.269014
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.36,0.267999
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.36,0.267999
33e0cf8b (Q1),1,EKF,30.0,0.37,0.286714
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.37,0.286913
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.37,0.285921
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.37,0.285279
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.37,0.285279
33e0cf8b (Q1),1,EKF,30.0,0.38,0.293842
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.38,0.293965
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.38,0.293148
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.38,0.292725
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.38,0.292725
33e0cf8b (Q1),1,EKF,30.0,0.39,0.304763
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.39,0.304459
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.39,0.303734
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.39,0.303524
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.39,0.303524
33e0cf8b (Q1),1,EKF,30.0,0.40,0.304008
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.40,0.303804
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.40,0.303167
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.40,0.302893
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.40,0.302893
33e0cf8b (Q1),1,EKF,30.0,0.41,0.313444
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.41,0.313294
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.41,0.313086
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.41,0.313076
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.41,0.313076
33e0cf8b (Q1),1,EKF,30.0,0.42,0.321002
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.42,0.320905
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.42,0.320853
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.42,0.320840
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.42,0.320840
33e0cf8b (Q1),1,EKF,30.0,0.43,0.323307
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.43,0.323399
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.43,0.323509
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.43,0.323620
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.43,0.323620
33e0cf8b (Q1),1,EKF,30.0,0.44,0.314373
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.44,0.314278
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.44,0.314192
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.44,0.314114
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.44,0.314114
33e0cf8b (Q1),1,EKF,30.0,0.45,0.307883
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.45,0.307928
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.45,0.307890
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.45,0.307687
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.45,0.307687
33e0cf8b (Q1),1,EKF,30.0,0.46,0.299533
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.46,0.299649
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.46,0.299605
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.46,0.298476
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.46,0.298476
