date,estimator,RMSE,max_err,computation_time_per_step,T,ts,rmse_start
2025/11/06 15:44:15,EKF,0.09473317071530774,0.8626645113862013,0.12835574412642123,10.0,0.01,200
2025/11/06 15:44:15,LMHE1,0.08508159416609566,0.8935408721895866,10.81272317692042,10.0,0.01,200
2025/11/06 15:44:15,LMHE2,0.09124882880243908,1.037613700002548,3.9634735264874004,10.0,0.01,200
2025/11/06 15:44:15,LMHE3,0.08584536824699467,1.0262619639280093,4.229245554575777,10.0,0.01,200
2025/11/06 15:44:36,EKF,0.09187529283069854,1.0828049823132084,0.12981838157789394,10.0,0.01,200
2025/11/06 15:44:36,LMHE1,0.08344923869484872,1.0821044742693298,11.403785714485146,10.0,0.01,200
2025/11/06 15:44:36,LMHE2,0.08617136319280863,1.4242114505166596,4.288749350653543,10.0,0.01,200
2025/11/06 15:44:36,LMHE3,0.08377359283975222,1.269126900093509,4.737042757281503,10.0,0.01,200
2025/11/06 15:44:57,EKF,0.0891350946665384,1.2168619350048697,0.14220919091622908,10.0,0.01,200
2025/11/06 15:44:57,LMHE1,0.08078166966400112,1.201691425789409,11.496628871183846,10.0,0.01,200
2025/11/06 15:44:57,LMHE2,0.0833870776191446,1.9349138780901092,4.719952147893168,10.0,0.01,200
2025/11/06 15:44:57,LMHE3,0.08004703286510167,1.4155411483211569,4.9595157841460535,10.0,0.01,200
2025/11/06 15:45:19,EKF,0.09116718758085653,1.1194078146425948,0.14010259740196027,10.0,0.01,200
2025/11/06 15:45:19,LMHE1,0.08427457621956402,1.0909120714855516,11.480680020008753,10.0,0.01,200
2025/11/06 15:45:19,LMHE2,0.08305887791287984,3.0955580908820486,4.874357842020578,10.0,0.01,200
2025/11/06 15:45:19,LMHE3,0.08408874829400685,1.2179259953181214,4.952015884157333,10.0,0.01,200
2025/11/06 15:45:41,EKF,0.09208234683594274,0.6672213730639058,0.13163366627606835,10.0,0.01,200
2025/11/06 15:45:41,LMHE1,0.08459778048115153,0.6707433866167165,11.163975624321075,10.0,0.01,200
