run_id,loop,estimator,RMSE,max_err,computation_time_per_step,T,ts,rmse_start
dfc77c79,1,EKF,0.07567763663232377,0.6866736292392701,0.1379762370471317,1.0,0.01,0
dfc77c79,1,LMHE1,0.07345461216531161,0.6866736292392701,10.240279207245843,1.0,0.01,0
dfc77c79,1,LMHE2,0.08678010545904881,0.6866736292392701,3.8150504950692157,1.0,0.01,0
dfc77c79,1,LMHE3,0.07279959504302728,0.6866736292392701,4.155489108940162,1.0,0.01,0
dfc77c79,2,EKF,0.06011402981143763,0.5531356175547404,0.131578216937804,1.0,0.01,0
dfc77c79,2,LMHE1,0.056283742291783886,0.5531356175547404,10.268228714086927,1.0,0.01,0
dfc77c79,2,LMHE2,0.08173871557623415,0.5531356175547404,3.927006930260375,1.0,0.01,0
dfc77c79,2,LMHE3,0.05350595591072267,0.5531356175547404,3.9743762371121067,1.0,0.01,0
dfc77c79,3,EKF,0.09734069595198695,0.5976266337722959,0.1427257424312653,1.0,0.01,0
dfc77c79,3,LMHE1,0.08562246455205959,0.5976266337722959,10.753746536366716,1.0,0.01,0
dfc77c79,3,LMHE2,0.15018372713256048,0.5976266337722959,3.8640405936627693,1.0,0.01,0
dfc77c79,3,LMHE3,0.07938928830889184,0.5976266337722959,3.9360316857548043,1.0,0.01,0
dfc77c79,4,EKF,0.0698706998861849,0.594604010784013,0.134306932144826,1.0,0.01,0
dfc77c79,4,LMHE1,0.06206197228945846,0.594604010784013,10.223923762799194,1.0,0.01,0
dfc77c79,4,LMHE2,0.10353302866442353,0.6155139125332194,3.8046990106306455,1.0,0.01,0
dfc77c79,4,LMHE3,0.05687067285162028,0.594604010784013,4.108626732031013,1.0,0.01,0
dfc77c79,5,EKF,0.04759494232978674,0.6984291224971605,0.13246732570304728,1.0,0.01,0
dfc77c79,5,LMHE1,0.041653912594486045,0.6984291224971605,10.803582174426849,1.0,0.01,0
dfc77c79,5,LMHE2,0.07460252468482424,0.6984291224971605,3.9301851469248827,1.0,0.01,0
dfc77c79,5,LMHE3,0.03832178837720569,0.6984291224971605,3.9670435656415353,1.0,0.01,0
dfc77c79,6,EKF,0.04789803341843481,0.4784696624033134,0.21787920948302392,1.0,0.01,0
dfc77c79,6,LMHE1,0.04312448849939665,0.4784696624033134,10.900227721817423,1.0,0.01,0
dfc77c79,6,LMHE2,0.0734416339595202,0.4784696624033134,3.785234654672665,1.0,0.01,0
dfc77c79,6,LMHE3,0.04329910335906421,0.4784696624033134,3.965763365942063,1.0,0.01,0
dfc77c79,7,EKF,0.06757524651623253,0.5682064402609434,0.1396227692539739,1.0,0.01,0
dfc77c79,7,LMHE1,0.06433358329326819,0.5682064402609434,10.140696037929542,1.0,0.01,0
dfc77c79,7,LMHE2,0.08168015814417857,0.5682064402609434,3.7875257450902815,1.0,0.01,0
dfc77c79,7,LMHE3,0.06340717182372697,0.5682064402609434,3.945379209068447,1.0,0.01,0
dfc77c79,8,EKF,0.07445240912443413,0.6316554359200238,0.13448812049066666,1.0,0.01,0
dfc77c79,8,LMHE1,0.06880924970546197,0.6316554359200238,10.236665343699775,1.0,0.01,0
